date,Ounces in Pound,CANU,Ounces in Pound,CASEY CHARLIE,Ounces in Pound,Diamond Jones,Ounces in Pound,Lowery Matt,Ounces in Pound,DJ B-Mello,Ounces in Pound,Gandhi Madame,Ounces in Pound,Johnson Daitrell,Ounces in Pound,Framtiden Heja,Ounces in Pound,Big Brown,Ounces in Pound,CASEY DRIESSEN,Ounces in Pound,Records Cr2,Ounces in Pound,Stellar Supreme,Ounces in Pound,AVIK MUKHERJEE,Ounces in Pound,Yngwie Malmsteen,Ounces in Pound,Luis Ovalle,Ounces in Pound,phoenixrdc,Ounces in Pound,Rick Interstate,Ounces in Pound,Zee Will,Ounces in Pound,QUARTETTO MARINO MARINI,Ounces in Pound,REda daRE,Ounces in Pound,'Denise' Rhys,Ounces in Pound,CristopherAugust,Ounces in Pound,CAMILLE VELASCO,Ounces in Pound,KneHi,Ounces in Pound,DA FUCHAMAN,Ounces in Pound,Fuel Fandango,Ounces in Pound,Running The Risk,Ounces in Pound,GALVE CHRISTIAN,Ounces in Pound,DEEP BURN,Ounces in Pound,JAE HOOD,Ounces in Pound,CHILLA CHIN,Ounces in Pound,LindlA¶f Bezawork,Ounces in Pound,Chuck Martin,Ounces in Pound,soope,Ounces in Pound,Fabbretti Gianmarco,Ounces in Pound,Davis Charisse,Ounces in Pound,End West,Ounces in Pound,Reynolds Carter,Ounces in Pound,Gallington Kaylee,Ounces in Pound,Corrigan Ben,Ounces in Pound,MARC MYSTERIO FT MARC C,Ounces in Pound,TPAIN,Ounces in Pound,F L I P SET,Ounces in Pound,Flashlight Brown,Ounces in Pound,Dr3stunna,Ounces in Pound,Volquest.com,Ounces in Pound,Noel Douglas,Ounces in Pound,L.I.E.S Genesis:,Ounces in Pound,Deal Kim,Ounces in Pound,Marvylus,Ounces in Pound,SAS STEVE,Ounces in Pound,ELECTRIC HOUND,Ounces in Pound,LILY B,Ounces in Pound,FEEN FRANK,Ounces in Pound,IN CROWD,Ounces in Pound,Hypa,Ounces in Pound,shamili,Ounces in Pound,GODDESS B,Ounces in Pound,RICE MR NAT,Ounces in Pound,LANCE LAPOINTE,Ounces in Pound,Phat Moe,Ounces in Pound,Boston Todd,Ounces in Pound,Hui Katie,Ounces in Pound,Knotts TheWhat,Ounces in Pound,NOT EASILY BROKEN NEBS,Ounces in Pound,Asteroidz,Ounces in Pound,RicandThadeus,Ounces in Pound,of Academy,Ounces in Pound,Stephane Fernandez,Ounces in Pound,SPENT ACES,Ounces in Pound,Gudrun_Mittermeier,Ounces in Pound,"Hot Nut Riveters, The",Ounces in Pound,Destruktion,Ounces in Pound,STORM GIANTS,Ounces in Pound,Kinohou,Ounces in Pound,Led Bib,Ounces in Pound,Signature Sounds,Ounces in Pound,MUSIC 4 FOOD,Ounces in Pound,Q2honest,Ounces in Pound,ISRAEL HATAZAYAL,Ounces in Pound,LAWRENCE MARVIN,Ounces in Pound,The Night Flight Orchestra,Ounces in Pound,JUDAH,Ounces in Pound,Young Craze,Ounces in Pound,DIMES DIABLO,Ounces in Pound,DARKNESS DYNAMITE,Ounces in Pound,Holstar,Ounces in Pound,The Waves,Ounces in Pound,Jerry Douglas,Ounces in Pound,SOUL SENOJ,Ounces in Pound,Drag-On,Ounces in Pound,MAYA ELIZABETH,Ounces in Pound,Second Rain,Ounces in Pound,DAVIDTHEGREAT,Ounces in Pound,Sullivan King B2B Kai Wachi B2B Kompany,Ounces in Pound,HygiDaGoat,Ounces in Pound,WALLNER WILLIAM,Ounces in Pound,ChihiroYamazaki+ROUTE14band - Facebook,Ounces in Pound,IamBossTweed,Ounces in Pound,Luxiano Tank,Ounces in Pound,Sang Yoon,Ounces in Pound,Rambo Gotti,Ounces in Pound,PATTY TAMARES,Ounces in Pound,BARTUNEK NIKOLAUS,Ounces in Pound,Billy Porter,Ounces in Pound,MC DONNELL DANIEL,Ounces in Pound,JIMMY THE PERVERT,Ounces in Pound,Bangladesh,Ounces in Pound,NEE MATT,Ounces in Pound,White Stallions,Ounces in Pound,TERRANCE JAMES,Ounces in Pound,CLE Gbaby,Ounces in Pound,My Electron,Ounces in Pound,SEARS KENNY,Ounces in Pound,JIMI BLUE,Ounces in Pound,Sixhundred MobLife,Ounces in Pound,Gil Tal,Ounces in Pound,JohnnyBeck,Ounces in Pound,Maggie Rose,Ounces in Pound,Tristan Dylan,Ounces in Pound,WAYFARERS TRIO,Ounces in Pound,Audio KoDe,Ounces in Pound,CERVANTES BALTA,Ounces in Pound,SALVAJES,Ounces in Pound,TheRealQuawn,Ounces in Pound,CORPORATE SLACKRS,Ounces in Pound,Jneiro Jarel,Ounces in Pound,Falling Cycle,Ounces in Pound,kittycaster,Ounces in Pound,Ray Tha Great,Ounces in Pound,BURROWS KATRINA,Ounces in Pound,HENNESSY BENJAMIN,Ounces in Pound,JonNguyenMusic,Ounces in Pound,Kastle,Ounces in Pound,Dennis Lloyd,Ounces in Pound,richardgallon,Ounces in Pound,Boisen Myles,Ounces in Pound,LEWIS ALVA,Ounces in Pound,S7VEN,Ounces in Pound,Mattson Alex,Ounces in Pound,trippy alien,Ounces in Pound,LOS MUNGIAZZ,Ounces in Pound,Rogers Kenton,Ounces in Pound,m.paul,Ounces in Pound,Louis Boney,Ounces in Pound,niti3,Ounces in Pound,REXXXO,Ounces in Pound,Riva$/DENIM Gerald,Ounces in Pound,WALKER ALBERTINA,Ounces in Pound,PALISADES,Ounces in Pound,Meredith Davies,Ounces in Pound,Sleater-Kinney,Ounces in Pound,SmilezTha1,Ounces in Pound,Sundays Young,Ounces in Pound,Beats Yakuza,Ounces in Pound,Herojiro,Ounces in Pound,PACKNETTE GIBSON DANA,Ounces in Pound,djkapsner,Ounces in Pound,City Of Orchestras,Ounces in Pound,Franky Deluxe,Ounces in Pound,Spec Young,Ounces in Pound,BRYAN MOHR,Ounces in Pound,MORRIS BLIND MISSISSIPPI,Ounces in Pound,HARDY BRANDON,Ounces in Pound,GabrielleFindley,Ounces in Pound,Marv.P,Ounces in Pound,adangio,Ounces in Pound,Ann Leigh,Ounces in Pound,Crusasis,Ounces in Pound,Ledet Jill,Ounces in Pound,DMA'S,Ounces in Pound,Euphonism,Ounces in Pound,Music Juiced,Ounces in Pound,Oginalii,Ounces in Pound,Mack,Ounces in Pound,Gerald Collier,Ounces in Pound,Strafe,Ounces in Pound,DISCH ADRIAN,Ounces in Pound,DJ Grumble,Ounces in Pound,LABIANCA LEX,Ounces in Pound,A Sides/B Sides,Ounces in Pound,Ray Woods,Ounces in Pound,ZANDXENA AL MALAKI,Ounces in Pound,ELECTROPHUNCK,Ounces in Pound,MAURICE RODGERS,Ounces in Pound,Providers Soul,Ounces in Pound,Buck Wylde,Ounces in Pound,junglefunkrecordings,Ounces in Pound,LLP,Ounces in Pound,Guerrieri Luca,Ounces in Pound,RUDEEN OLIVIA,Ounces in Pound,YTTB,Ounces in Pound,FINNBOY MUSIC,Ounces in Pound,Michael Daves,Ounces in Pound,adolescents,Ounces in Pound,WindSong,Ounces in Pound,HARREN MICK,Ounces in Pound,JAIROK,Ounces in Pound,Designer Drug,Ounces in Pound,Ruben Mills,Ounces in Pound,GENEROUS DJ,Ounces in Pound,Baishui,Ounces in Pound,dayla,Ounces in Pound,CHICKENS,Ounces in Pound,Oscar Klein,Ounces in Pound,Akil Omari,Ounces in Pound,Loren Paul,Ounces in Pound,ASTRINA,Ounces in Pound,Spaces.,Ounces in Pound,ThomsonKneeland,Ounces in Pound,faanan,Ounces in Pound,CHRIS JIM AND BECKY,Ounces in Pound,JAMISON EMILY,Ounces in Pound,R WAN FT FATMAN SCOOP,Ounces in Pound,Gator Joe,Ounces in Pound,Keahi,Ounces in Pound,Management TFM,Ounces in Pound,TRINGA,Ounces in Pound,Dreamst8,Ounces in Pound,Junk Riot,Ounces in Pound,NY Gypsy All-Stars,Ounces in Pound,The Number Twelve Looks Like You,Ounces in Pound,ToxSyn,Ounces in Pound,OCTAVIAN FRANCEZU,Ounces in Pound,PACIFICOS DE LA SIERRA,Ounces in Pound,Priest Tyler,Ounces in Pound,ELK,Ounces in Pound,Meyer Jonathan,Ounces in Pound,Tha Tre,Ounces in Pound,TRISH,Ounces in Pound,EROTIC CAFE,Ounces in Pound,Z6ne Jay,Ounces in Pound,ZIMMER AARON,Ounces in Pound,Bruno Meillier,Ounces in Pound,Allen Andrew,Ounces in Pound,SYLK 130,Ounces in Pound,Cairo Knife Fight,Ounces in Pound,Elikeh,Ounces in Pound,Wranglers The,Ounces in Pound,NOW OR NEVER,Ounces in Pound,Bearcoon,Ounces in Pound,Sessions Alexis,Ounces in Pound,Blaspheme,Ounces in Pound,So Sincere,Ounces in Pound,zack villere,Ounces in Pound,Collective Sinchi,Ounces in Pound,ANTHONY CLARKE,Ounces in Pound,less than three,Ounces in Pound,Blue Eyed Blacks,Ounces in Pound,MC,Ounces in Pound,Maaruti,Ounces in Pound,Hemphill Dana,Ounces in Pound,Sidekick Envy,Ounces in Pound,Brian Angel,Ounces in Pound,Agra,Ounces in Pound,Jeff Ross,Ounces in Pound,Hug Make Em,Ounces in Pound,Deep Jahfree,Ounces in Pound,Snow Ghosts,Ounces in Pound,Tina Campbell,Ounces in Pound,Little Critters,Ounces in Pound,Howland Chris,Ounces in Pound,Smashing Satellites,Ounces in Pound,Shawty Maxpayne,Ounces in Pound,STOKES MALCOLM,Ounces in Pound,MOTIVEE,Ounces in Pound,Audie Blaylock / Redline,Ounces in Pound,Maior Atlas,Ounces in Pound,and Nell,Ounces in Pound,SADLER SARAH,Ounces in Pound,PATTON SHASTA,Ounces in Pound,VOICES OF PRAISE,Ounces in Pound,MWASE,Ounces in Pound,Jonathan Lirette,Ounces in Pound,MANO,Ounces in Pound,Wickham Fred,Ounces in Pound,YUNG M3LO,Ounces in Pound,Pound Game,Ounces in Pound,DONALD JAMES JR,Ounces in Pound,JolA© Terra,Ounces in Pound,Boyfriend Material,Ounces in Pound,HELGA FEDDERSEN,Ounces in Pound,Young Sozo,Ounces in Pound,JAYSTARR GREATNESS BILAL,Ounces in Pound,Cyssero,Ounces in Pound,LIFE CHANGERS,Ounces in Pound,DRÆMINGS,Ounces in Pound,MAKA ROUGE,Ounces in Pound,Morin Ryan,Ounces in Pound,DOT DEX,Ounces in Pound,TITUS AARON,Ounces in Pound,Jmaxx,Ounces in Pound,MARCO THE BRAND,Ounces in Pound,Nagel Jonathan,Ounces in Pound,LOVE AS LAUGHTER,Ounces in Pound,Mani Dollaz,Ounces in Pound,BODYMORE BIG STEVE,Ounces in Pound,CJ TopOff,Ounces in Pound,RUSS ZIMMERMAN ORCHESTRA,Ounces in Pound,SOULJA BOY FT LIL B,Ounces in Pound,Wilson Pauline,Ounces in Pound,lafleur,Ounces in Pound,Reid Burke,Ounces in Pound,YungMalFlowSoCrazy,Ounces in Pound,Gabbard Maggie,Ounces in Pound,MUNCH ALI,Ounces in Pound,Nicholson Vern,Ounces in Pound,CHRIS RANSOM,Ounces in Pound,TRE CARVER,Ounces in Pound,Girl Your,Ounces in Pound,echocell,Ounces in Pound,CarpA© Fantastical,Ounces in Pound,DJMARS,Ounces in Pound,Anthony Dan,Ounces in Pound,Bunnys Money,Ounces in Pound,Zion Judah,Ounces in Pound,Nemisius Dj,Ounces in Pound,RYKARDA PARASOL,Ounces in Pound,DUTTON SHNEIDER,Ounces in Pound,GOODWIN JON MARVIN,Ounces in Pound,BADCASE,Ounces in Pound,Torture Chamber,Ounces in Pound,BOLDEN EDDIE,Ounces in Pound,Deonta_Davelle_Demo,Ounces in Pound,K WISE,Ounces in Pound,The Dickey Betts Band,Ounces in Pound,Gorniak Edyta,Ounces in Pound,KUNTRY KANE MSOE,Ounces in Pound,Ramon de Leon,Ounces in Pound,LEQUITA,Ounces in Pound,Star Sound,Ounces in Pound,Lil Na,Ounces in Pound,WYATT PHILLIP,Ounces in Pound,JACKSON MICHAEL,Ounces in Pound,Scott Brookman,Ounces in Pound,theweekendhustler,Ounces in Pound,Fools on Sunday,Ounces in Pound,IDES,Ounces in Pound,CARTI CARLITO,Ounces in Pound,GASKINS GREGORY,Ounces in Pound,Nunnally Jamie,Ounces in Pound,JUS BROWN,Ounces in Pound,WILLIAMS RICHELLE,Ounces in Pound,SAMC:,Ounces in Pound,BIG MIKE HART,Ounces in Pound,Mousy Brown,Ounces in Pound,InstrumentalsandMixes,Ounces in Pound,Monica da Silva,Ounces in Pound,LAURENCE KEVIN,Ounces in Pound,Lyric Marid
2015-11-01,62,1,62,1,61,1,62,0,62,0,62,0,61,0,62,0,62,29,62,0,62,0,62,0,62,0,62,3,62,0,62,0,62,0,61,1,62,0,62,0,61,0,62,0,62,0,62,0,62,0,62,0,62,1,61,0,62,1,62,0,62,0,62,0,62,1,61,0,62,0,62,0,59,72,62,6,62,0,62,0,62,0,50,3,62,0,62,0,62,0,62,1,62,0,62,0,62,1,62,0,62,0,62,0,62,1,62,0,62,18,62,0,61,1,62,0,62,0,62,0,62,0,62,1,62,0,63,0,62,0,62,0,62,0,22,83,62,0,62,0,61,0,62,0,63,0,62,0,62,0,62,0,62,1,61,0,62,0,62,0,61,0,62,0,62,31,62,0,62,0,62,0,62,0,62,60,61,1,62,0,62,0,62,0,62,1,62,0,62,0,61,0,61,0,62,0,62,0,62,0,61,2,61,0,62,0,62,0,16,0,62,0,62,0,13,37,62,0,62,0,62,0,62,0,62,2,62,0,62,0,61,0,62,0,62,0,62,1,62,0,62,0,61,0,62,0,62,6,62,0,62,0,62,0,62,0,62,0,62,0,61,0,62,0,62,0,61,5,62,0,62,0,62,0,62,0,61,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,31,34,62,0,62,1,62,0,62,0,62,0,62,0,62,0,62,0,61,0,62,0,62,0,62,0,62,0,62,1,63,0,62,0,62,0,62,3,62,0,62,0,61,2,62,0,61,0,62,0,7,34,62,0,62,4,62,0,62,0,62,0,64,0,64,1,64,0,64,0,64,0,64,0,64,0,64,0,64,81,65,0,64,0,64,0,64,0,64,0,64,23,64,8,64,0,61,0,64,1,64,0,64,0,61,0,61,0,23,54,64,1,64,0,64,0,66,0,64,1,61,0,64,0,64,0,61,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,15,80,64,0,64,0,64,39,64,1,64,0,64,0,64,0,64,3,62,0,62,0,62,0,62,1,62,3,61,0,62,0,62,1,62,1,62,0,62,0,61,0,62,5,61,0,11,60,62,0,62,0,62,0,62,1,62,15,62,4,62,0,62,0,62,0,62,4,62,2,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,3,62,0,62,0,62,0,62,0,62,0,62,63,62,0,62,0,62,2,62,0,61,0,62,1,62,0,62,0,62,0,62,0,62,1,62,0,62,0,62,0,62,0,61,0,62,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,61,0,28,3,64,0,64,0,64,0,64,0,64,0,64,0,61,0,36,87,64,0,64,0,64,0,64,1,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,3,64,0,64,0,64,0,64,0,64,0,61,0,64,0,64,0,64,6,64,0,64,0,4,16,64,0,64,0,64,0,18,7,64,0,64,0,64,0,64,0,64,0,64,1,64,0,64,0,64,0,64,0,62,1,62,0
2015-11-08,67,1,67,0,70,1,67,0,67,0,67,0,70,0,67,0,67,30,67,0,67,0,67,0,67,0,67,2,67,0,67,0,67,0,70,0,67,0,67,0,70,0,67,0,67,0,67,0,67,0,67,0,67,1,70,0,67,2,67,0,67,0,67,0,67,2,70,0,67,0,67,0,64,70,67,8,67,0,67,0,67,0,54,3,67,0,67,0,67,0,67,0,67,0,67,0,67,1,67,0,67,0,67,0,67,1,67,0,67,18,67,0,70,0,67,0,67,0,67,0,67,0,67,1,67,0,63,0,67,0,67,0,67,0,23,79,67,0,67,0,70,0,67,0,63,0,67,0,67,0,67,0,67,0,70,0,67,0,67,0,70,0,67,0,67,30,67,0,67,0,67,0,67,0,67,63,70,2,67,0,67,0,67,0,67,1,67,0,67,0,70,0,70,0,67,0,67,0,67,0,70,1,70,0,67,0,67,0,18,0,67,0,67,0,14,41,67,0,67,0,67,0,67,0,67,1,67,0,67,0,70,0,67,0,67,0,67,1,67,0,67,0,70,0,67,0,67,6,67,0,67,0,67,0,67,1,67,0,67,0,70,0,67,0,67,0,70,4,67,0,67,0,67,0,67,0,70,0,69,0,67,1,67,0,67,0,67,0,67,0,67,0,67,0,67,0,67,0,33,34,67,0,67,1,67,0,67,0,67,0,67,0,67,0,67,0,70,0,67,0,67,0,67,0,67,0,67,1,63,0,69,0,67,0,67,3,67,0,67,0,70,2,67,0,70,0,67,0,7,24,67,0,67,4,67,0,67,0,67,0,70,0,70,1,70,0,70,0,70,0,70,0,70,0,70,0,70,78,73,0,70,0,70,0,70,0,70,0,70,23,70,8,70,0,70,0,70,1,70,0,70,0,70,0,70,0,25,48,70,0,70,0,70,0,67,0,70,1,70,0,70,0,70,0,70,0,70,0,70,1,70,1,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,16,80,70,0,70,0,70,56,70,0,70,0,70,0,70,0,70,2,67,0,67,0,67,0,67,1,67,2,70,0,67,0,67,2,67,0,67,0,67,0,70,0,67,6,70,0,11,60,69,0,67,0,67,0,67,0,67,14,67,4,67,0,67,0,67,0,67,3,67,1,67,0,67,0,67,0,67,0,67,0,67,0,67,0,67,2,67,0,67,0,67,0,67,0,67,0,67,60,67,0,67,0,67,1,67,0,70,0,67,1,67,0,67,0,67,0,67,1,67,1,67,0,67,0,67,0,67,0,70,0,67,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,31,2,70,0,70,0,70,0,70,0,70,0,70,0,70,0,39,83,70,0,70,0,70,0,70,1,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,2,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,7,70,0,70,0,5,16,70,0,70,0,70,0,19,7,70,0,70,0,70,0,70,0,70,0,70,1,70,0,70,0,70,0,70,0,67,0,67,0
2015-11-15,65,1,65,1,69,2,65,0,65,0,65,0,69,0,65,0,65,28,65,0,65,0,65,0,65,0,65,2,65,0,65,0,65,0,69,0,65,0,65,0,69,0,65,0,65,0,65,0,65,0,65,0,65,0,69,0,65,1,65,0,65,0,65,0,65,1,69,0,65,0,65,0,62,71,65,6,65,0,65,0,65,0,52,6,65,0,65,0,65,0,65,0,65,0,65,0,65,1,65,0,65,0,65,0,65,1,65,0,65,17,65,0,69,0,65,0,65,0,65,0,65,0,65,1,65,0,62,0,65,0,65,0,65,0,23,77,65,0,65,0,69,0,65,0,62,0,65,0,65,0,65,0,65,0,69,0,65,0,65,0,69,1,65,0,65,33,65,0,65,0,65,0,65,0,65,67,69,1,65,0,65,0,65,0,65,1,65,0,65,0,69,0,69,0,65,0,65,0,65,0,69,1,69,0,65,0,65,0,17,0,65,0,65,0,14,35,65,0,65,0,65,0,65,0,65,1,65,0,65,0,69,0,65,0,65,0,65,1,65,0,65,0,69,0,65,0,65,5,65,0,65,0,65,0,65,1,65,0,65,0,69,0,65,0,65,0,69,5,65,1,65,0,65,0,65,0,69,0,65,0,65,1,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,32,31,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,69,0,65,0,65,0,65,0,65,0,65,0,62,0,65,0,65,0,65,3,65,0,65,0,69,2,65,0,69,0,65,0,7,22,65,0,65,5,65,0,65,0,65,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,78,72,0,70,0,70,0,70,0,70,0,70,24,70,7,70,0,69,0,70,1,70,0,70,0,69,0,69,0,25,46,70,0,70,0,70,0,68,0,70,1,69,0,70,0,70,0,69,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,16,76,70,1,70,0,70,52,70,1,70,0,70,0,70,0,70,3,65,0,65,0,65,0,65,1,65,3,69,0,65,0,65,1,65,0,65,0,65,0,69,0,65,5,69,0,11,58,65,0,65,0,65,0,65,0,65,20,65,4,65,0,65,0,65,0,65,3,65,2,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,1,65,0,65,0,65,0,65,0,65,0,65,61,65,0,65,0,65,2,65,0,69,0,65,1,65,0,65,0,65,0,65,0,65,1,65,0,65,0,65,0,65,0,69,0,65,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,69,0,31,3,70,0,70,0,70,0,70,0,70,0,70,0,69,0,39,79,70,0,70,0,70,0,70,1,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,2,70,0,70,0,70,0,70,0,70,0,69,0,70,0,70,0,70,7,70,0,70,0,5,16,70,0,70,0,70,0,19,8,70,0,70,0,70,0,70,0,70,0,70,1,70,0,70,0,70,0,70,0,65,0,65,0
2015-11-22,100,1,100,0,100,1,100,0,100,0,100,0,100,0,100,0,100,30,100,0,100,0,100,0,100,0,100,3,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,1,100,0,100,0,100,0,100,1,100,0,100,0,100,0,95,60,100,5,100,0,100,0,100,0,80,3,100,0,100,0,100,0,100,0,100,0,100,0,100,1,100,0,100,0,100,0,100,0,100,0,100,16,100,0,100,1,100,0,100,0,100,0,100,0,100,1,100,0,100,0,100,0,100,0,100,0,35,60,100,0,100,0,100,0,100,0,100,0,100,1,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,27,100,0,100,0,100,0,100,0,100,43,100,1,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,1,100,0,100,0,100,0,26,0,100,0,100,0,21,37,100,0,100,0,100,1,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,1,100,0,100,0,100,0,100,0,100,6,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,3,100,1,100,0,100,0,100,0,100,0,100,0,100,1,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,50,38,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,2,100,0,100,0,100,2,100,0,100,0,100,0,11,24,100,0,100,7,100,0,100,0,100,0,100,0,100,1,100,0,100,0,100,0,100,0,100,0,100,0,100,55,100,0,100,0,100,0,100,0,100,0,100,16,100,6,100,0,100,0,100,1,100,0,100,0,100,0,100,1,36,50,100,0,100,0,100,1,100,0,100,1,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,23,79,100,0,100,0,100,80,100,0,100,0,100,0,100,0,100,2,100,0,100,0,100,0,100,1,100,2,100,0,100,0,100,1,100,0,100,0,100,0,100,0,100,3,100,0,17,63,100,0,100,0,100,0,100,0,100,17,100,4,100,0,100,0,100,0,100,3,100,2,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,1,100,0,100,0,100,0,100,0,100,0,100,62,100,0,100,0,100,4,100,1,100,0,100,1,100,0,100,0,100,0,100,0,100,1,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,44,2,100,0,100,0,100,0,100,0,100,0,100,0,100,0,56,86,100,0,100,0,100,0,100,1,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,2,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,8,100,1,100,0,7,17,100,0,100,0,100,0,28,7,100,0,100,0,100,0,100,0,100,0,100,1,100,0,100,0,100,0,100,0,100,1,100,0
2015-11-29,65,1,65,0,65,2,65,0,65,0,65,0,65,0,65,0,65,31,65,0,65,0,65,0,65,0,65,3,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,1,65,0,65,1,65,0,65,0,65,0,65,1,65,0,65,0,65,0,61,70,65,6,65,0,65,0,65,0,52,3,65,0,65,1,65,0,65,0,65,0,65,0,65,2,65,0,65,0,65,0,65,1,65,0,65,15,65,0,65,0,65,0,65,0,65,0,65,0,65,1,65,0,65,0,65,0,65,0,65,0,22,76,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,26,65,0,65,0,65,0,65,0,65,71,65,2,65,0,65,0,65,0,65,1,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,2,65,0,65,0,65,0,17,0,65,0,65,0,14,32,65,0,65,0,65,0,65,0,65,1,65,0,65,1,65,0,65,0,65,0,65,1,65,0,65,0,65,0,65,0,65,6,65,0,65,0,65,0,65,1,65,0,65,0,65,0,65,0,65,0,65,4,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,1,32,31,65,0,65,1,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,3,65,0,65,0,65,3,65,0,65,0,65,0,7,23,65,0,65,6,65,0,65,0,65,0,68,0,68,1,68,0,68,0,68,0,68,0,68,0,68,0,68,74,69,0,68,0,68,0,68,0,68,0,68,23,68,7,68,0,65,0,68,1,68,0,68,0,65,0,65,1,25,41,68,0,68,0,68,0,69,0,68,1,65,0,68,0,68,0,65,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,16,72,68,1,68,0,68,53,68,0,68,0,68,0,68,0,68,2,65,0,65,0,65,0,65,1,65,3,65,0,65,0,65,1,65,0,65,0,65,0,65,0,65,4,65,0,11,57,65,0,65,0,65,0,65,1,65,17,65,3,65,0,65,0,65,0,65,3,65,2,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,2,65,0,65,0,65,0,65,0,65,0,65,60,65,0,65,0,65,1,65,0,65,0,65,1,65,0,65,0,65,0,65,0,65,1,65,0,65,0,65,0,65,0,65,0,65,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,65,0,30,2,68,0,68,0,68,0,68,0,68,0,68,0,65,0,38,83,68,0,68,0,68,0,68,1,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,1,68,0,68,0,68,0,68,0,68,0,65,0,68,0,68,0,68,9,68,0,68,0,4,17,68,0,68,0,68,0,19,8,68,0,68,0,68,0,68,0,68,0,68,1,68,0,68,0,68,0,68,0,65,0,65,0
